	fisher_odds_ratio	P.Value	frac_mut_MMRD	frac_mut_MMRP	num_mut_MMRD	num_mut_MMRP	num_WT_MMRD	num_WT_MMRP	adj.P.Val
TBC1D2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BNIP3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
VANGL2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MFSD6L	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BNIP5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MIR100HG	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LOXL1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
THAP8	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FSCN1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
VSIG1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GSDME	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CR1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PASD1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TRIM37	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CNST	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NEDD4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SPON1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NCOA2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KHSRP	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
IDNK	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
XAB2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NUP93	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CTSLP8	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OSBPL2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HKDC1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GPAA1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PCDHGA1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CAPS2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF772	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC25A41	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FBXO31	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
IL17RA	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF729	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FZD5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TOB2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TMEM82	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF853	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CEP76	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TWNK	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
REST	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
DPP9	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF467	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PCGF3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MTFR1L	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BCAR4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SMIM30	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BRAF	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FAM166B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RPS27L	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CCDC162P	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MAP3K20	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CD63	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RMND1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
UTF1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TMC6	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
CFAP61	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
EXOC6B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC4A7	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR6C3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TMEM79	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SNX14	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FGD2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NCKAP5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MDK	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CHST3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LRRTM4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NCAN	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PLK1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
XYLB	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KLF11	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CAPZA2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SEC14L4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CACNA1E	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CENPI	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CEACAM3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TMEM196	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CWH43	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ERCC6L	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DHX37	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TTLL13P	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CARNS1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
AP3B2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LIME1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC22A7	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BMP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CSRNP3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
IL17RC	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
AF186192.2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ASB14	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HSPA1B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MAP3K3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DSG2	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
CEP164	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
VPS18	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CRX	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KIF27	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NUP62	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GNPTG	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
C5orf52	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZBTB46	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KRT12	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RAD23B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SCAPER	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ATP9A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC12A4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HSD17B4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR6K2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PCDHB9	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
COPA	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BRCA1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR1Q1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TBATA	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GJB6	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TRAK1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF16	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR4K1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TCF4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ANKRD33	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OSBPL6	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
VDAC2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PARD3	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
PDE4DIP	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PAX5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OXCT1	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
LRIF1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KSR2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MCM7	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CEP250	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZMAT1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PDZD2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PTPRZ1	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
UIMC1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SRSF1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ACBD4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FGL1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RAG2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SUN5	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RALBP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OR4E2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TCIRG1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FGA	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC6A19	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RFFL	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CCS	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PSMD14	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GRK2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CYP27B1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ITLN2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TYR	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HIVEP3	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
LRRC19	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NEFH	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
VAV1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SOX3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
OSMR	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PLEKHH1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RBL2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF286B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
POLR3GL	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NOL11	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CPA6	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZBP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
EHD4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
S100A12	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ANKRD62	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF605	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CENPU	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF70	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FAM3B	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MICB	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DNAJC1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KLK4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PHF1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF81	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
IRX4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CYP2A6	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
RORA	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ATP6V1D	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PLA2G6	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KCNK3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TBCC	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MAPK8IP2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TARBP1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BACH1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
BLMH	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC13A4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SASH1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GPRIN2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLFN14	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SCAMP3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LINC01531	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
EEF1AKMT4-ECE2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DNAJA2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC9A8	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
NT5DC3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DHX35	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CCNL1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MAST3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HLA-DQB2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
METTL25	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CCDC110	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLC16A6P1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF483	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TMEM134	2.9375	0.448277762469011	1 / 48	1 / 141	1.0	1.0	48.0	141.0	0.4492525618945018
BCL10	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FANK1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
COL4A3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PURA	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ADNP2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
UNC5A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
KLF16	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF618	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FCHSD2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
HYAL3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
XK	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SLCO1B3-SLCO1B7	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TMPRSS11F	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
YEATS4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GGA3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SYN3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MTG1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CDC25C	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CCDC33	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
FHDC1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
CTCFL	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TM2D1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SCTR	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MYCL	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ECEL1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ST6GALNAC2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ZNF98	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SERPINE3	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PAFAH2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PHLPP2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MAP3K19	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
WDR77	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GPR156	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LRRC3C	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
DMRTA1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
MXI1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
EIF1AD	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
PLIN1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
LOXHD1	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GADD45A	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ENOX2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TIMP4	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TRIM65	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
GLMP	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
TTC12	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
SOX18	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
AIDA	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
ARPC2	inf	0.25654450261781386	1 / 48	0 / 142	1.0	0.0	48.0	142.0	0.26305134182689816
